customer_id,customer_name,segment,region,total_orders,total_revenue,total_profit,avg_discount,avg_margin,first_order,last_order,num_categories,num_channels,churn_prob
AF-10870,Art Ferguson,Consumer,Central,7,2052.908,317.9712,0.2,-0.07939732142857144,2015-12-06,2017-11-19,3,3,
AF-10885,Art Foster,Consumer,South,4,861.565,-163.1175,0.2571428571428572,-0.12190476190476189,2014-05-10,2016-11-10,3,3,
AG-10270,Alejandro Grove,Consumer,West,5,2582.898,732.7399,0.014285714285714287,0.27071428571428574,2014-05-13,2017-03-27,3,3,0.99798393
AG-10300,Aleksandra Gannaway,Corporate,West,4,367.548,59.288399999999996,0.08,0.2425,2014-04-26,2017-09-03,2,3,
AG-10330,Alex Grayson,Consumer,West,5,660.972,-5.137100000000006,0.23333333333333334,-0.0027777777777778325,2016-08-03,2017-12-22,3,2,0.0036082133
AG-10390,Allen Goldenen,Consumer,East,5,200.945,69.2784,0.22499999999999998,0.09947916666666667,2014-04-19,2017-09-07,2,3,0.003148352
AG-10495,Andrew Gjertsen,Corporate,East,8,2356.855,295.6668,0.20476190476190476,0.17664021164021163,2015-01-04,2017-10-13,3,3,
AG-10525,Andy Gerbode,Corporate,South,4,1455.038,-152.7613,0.15555555555555556,0.1762037037037037,2014-08-09,2015-09-07,3,3,
AG-10675,Anna Gayman,Consumer,Central,7,3489.0396000000005,-246.42570000000003,0.16133333333333333,0.13727170868347335,2015-05-07,2017-09-24,3,3,
AG-10765,Anthony Garverick,Home Office,East,4,170.584,-8.431000000000001,0.45999999999999996,-0.6039999999999999,2014-09-17,2017-10-14,1,3,
AG-10900,Arthur Gainer,Consumer,West,10,4510.797,343.6824,0.16666666666666666,0.09398659463785515,2014-07-23,2017-09-25,3,3,
AH-10030,Aaron Hawkins,Corporate,East,7,1744.7,365.2152,0.09090909090909091,0.3104545454545454,2014-04-22,2017-12-18,3,3,
AH-10075,Adam Hart,Corporate,East,10,3250.337,281.189,0.135,0.16847619047619047,2014-11-16,2017-11-26,3,3,0.0011337046
AH-10120,Adrian Hane,Home Office,West,7,1735.5140000000001,-2.3145999999999773,0.23750000000000002,-0.035260416666666655,2014-07-18,2017-10-31,3,3,0.0016480897
AH-10195,Alan Haines,Corporate,South,4,1587.452,-378.5509,0.35,-0.2406994047619048,2015-03-05,2017-11-05,2,3,
AH-10210,Alan Hwang,Consumer,West,9,4805.344,1308.5546,0.09230769230769233,0.29961538461538456,2014-11-29,2017-12-24,2,3,
AH-10465,Amy Hunt,Consumer,East,5,2495.3916,-196.12009999999998,0.14,0.13237132352941178,2015-01-03,2017-05-14,3,3,0.9977315
AH-10585,Angele Hood,Consumer,Central,4,738.504,83.96300000000001,0.12000000000000002,0.18849999999999997,2014-10-26,2017-12-09,3,2,
AH-10690,Anna Häberlin,Corporate,East,12,7888.294,1298.0166,0.21739130434782608,-0.013985507246376806,2014-04-02,2016-11-15,3,3,
AI-10855,Arianne Irving,Consumer,East,10,4375.786,867.7271000000001,0.07222222222222223,0.31220238095238095,2014-04-28,2017-12-17,3,3,
AJ-10780,Anthony Jacobs,Corporate,South,7,4867.344,150.71300000000005,0.08666666666666667,0.20794444444444443,2014-01-10,2017-10-16,3,3,
AJ-10795,Anthony Johnson,Corporate,South,7,4501.391,1158.7064,0.08333333333333333,0.26387955182072825,2014-05-14,2017-07-17,3,3,0.001667591
AJ-10945,Ashley Jarboe,Consumer,South,7,1839.24,521.1351999999999,0.04,0.27649999999999997,2014-03-03,2017-10-06,3,2,
AJ-10960,Astrea Jones,Consumer,East,3,629.2479999999999,60.4265,0.04,0.2705,2014-09-14,2017-10-17,1,3,
AM-10360,Alice McCarthy,Corporate,Central,5,814.012,194.9878,0.125,0.2916666666666667,2014-10-06,2017-12-02,3,3,
AM-10705,Anne McFarland,Consumer,South,8,5664.022,1085.7326,0.06363636363636363,0.24562229437229435,2014-10-31,2017-07-21,3,3,
AO-10810,Anthony O'Donnell,Corporate,West,1,161.28,12.096,0.2,0.075,2016-08-16,2016-08-16,1,1,
AP-10720,Anne Pryor,Home Office,East,8,1638.554,285.7888,0.1631578947368421,0.17881578947368418,2014-03-03,2017-11-19,3,3,0.0018640875
AP-10915,Arthur Prichep,Consumer,South,10,3323.556,579.3113,0.09354838709677421,0.23924731182795697,2014-08-23,2017-09-23,3,3,
AR-10345,Alex Russell,Corporate,East,4,1055.694,-221.0544,0.26,-0.018690476190476164,2014-12-30,2017-09-10,3,2,0.006157758
AR-10405,Allen Rosenblatt,Corporate,East,5,2236.128,-98.7646,0.09999999999999999,0.2039285714285714,2014-10-03,2017-08-27,3,3,
AR-10510,Andrew Roberts,Consumer,East,5,264.86400000000003,43.6695,0.21428571428571427,0.05345238095238096,2014-05-02,2017-12-16,2,3,
AR-10540,Andy Reiter,Consumer,East,6,6608.448,2884.6208,0.06666666666666668,0.3844444444444444,2014-11-25,2017-12-24,3,3,
AR-10570,Anemone Ratner,Consumer,South,1,88.15,32.633,0.0,0.385,2016-07-14,2016-07-14,2,2,
AR-10825,Anthony Rawles,Corporate,West,8,4523.336,494.83519999999993,0.07692307692307693,0.21243284493284492,2014-06-30,2017-11-02,3,3,
AS-10045,Aaron Smayling,Corporate,South,7,3050.692,-253.57459999999998,0.355,-0.11943627450980392,2014-07-27,2017-10-03,3,3,
AS-10090,Adam Shillingsburg,Consumer,South,9,3255.31,64.53739999999998,0.18,0.0965111111111111,2014-09-22,2017-12-02,3,3,0.0011802994
AS-10135,Adrian Shami,Home Office,East,2,58.82,21.8496,0.06666666666666667,0.3925,2016-11-13,2017-11-19,2,2,
AS-10225,Alan Schoenberger,Corporate,East,5,4260.784,719.7751000000001,0.06153846153846154,0.2692307692307692,2014-10-18,2017-12-08,3,3,
AS-10240,Alan Shonely,Consumer,South,7,584.6080000000001,33.715799999999994,0.2692307692307692,-0.003141025641025658,2014-03-15,2017-06-21,2,3,
AS-10285,Alejandro Savely,Corporate,West,6,3214.236,354.62760000000003,0.225,-0.07895833333333335,2016-05-21,2017-12-11,3,3,
AS-10630,Ann Steele,Home Office,Central,7,833.398,136.49190000000002,0.18333333333333335,0.28944444444444445,2014-08-01,2017-09-29,3,3,
AT-10435,Alyssa Tate,Home Office,West,6,1171.814,100.87680000000002,0.19999999999999998,0.026851851851851842,2014-11-24,2017-12-09,3,3,
AT-10735,Annie Thurman,Consumer,West,10,3831.864,974.107,0.08750000000000001,0.23390625,2014-08-30,2017-12-17,3,3,
AW-10840,Anthony Witt,Consumer,Central,4,649.376,65.77250000000001,0.2,-0.03187499999999999,2015-04-13,2017-12-10,3,2,0.0038399692
AW-10930,Arthur Wiediger,Home Office,Central,7,2852.968,-104.5486,0.30625,-0.25370535714285714,2014-07-14,2017-11-14,3,3,
AY-10555,Andy Yotov,Corporate,West,4,497.014,103.3499,0.1,0.267,2014-04-06,2017-12-16,3,3,
AZ-10750,Annie Zypern,Consumer,East,6,1622.0179999999998,154.9503,0.125,0.19002314814814814,2014-03-17,2017-07-23,3,3,
BB-10990,Barry Blumstein,Corporate,West,5,744.3399999999999,11.583900000000007,0.2,-0.03500000000000004,2014-07-27,2017-09-16,2,3,
BB-11545,Brenda Bowman,Corporate,Central,9,6765.728,1015.0749999999999,0.195,-0.12601785714285715,2015-06-05,2017-12-02,3,3,0.0021781672
BC-11125,Becky Castell,Home Office,West,9,2933.676,251.5974,0.1111111111111111,0.16546516754850088,2014-07-06,2017-06-11,3,3,
BD-11320,Bill Donatelli,Consumer,West,12,5718.521,1094.5037,0.07894736842105263,0.24323308270676688,2015-05-31,2017-11-27,3,3,
BD-11500,Bradley Drucker,Consumer,Central,6,4411.2429999999995,1142.1225,0.135,0.10626470588235297,2014-02-01,2017-11-25,3,3,
BD-11560,Brendan Dodson,Home Office,West,2,320.54,116.714,0.0,0.41999999999999993,2015-05-30,2017-03-27,2,3,
BD-11605,Brian Dahlen,Consumer,East,7,3288.471,634.8463,0.0725,0.28871323529411763,2014-01-13,2017-09-24,3,3,
BD-11620,Brian DeCherney,Consumer,West,6,1538.11,206.75689999999997,0.17500000000000002,0.08364583333333334,2014-06-30,2017-10-22,3,3,
BD-11635,Brian Derr,Consumer,South,3,582.646,141.53400000000002,0.1,0.28405555555555556,2014-10-05,2017-12-21,3,3,
BD-11725,Bruce Degenhardt,Consumer,South,6,1526.5,333.9791,0.02,0.3115,2015-07-03,2017-09-28,2,3,0.0050374568
BD-11770,Bryan Davis,Consumer,Central,6,658.466,141.265,0.12000000000000002,0.25975000000000004,2016-03-10,2017-02-06,3,2,
BE-11335,Bill Eplett,Home Office,Central,5,4204.676,1487.7739000000001,0.022222222222222223,0.3575,2016-01-15,2017-09-02,3,3,
BE-11410,Bobby Elias,Consumer,East,5,2261.438,755.9150999999999,0.16,0.346,2016-02-07,2017-09-23,2,2,
BE-11455,Brad Eason,Home Office,Central,6,1727.652,139.20080000000002,0.14615384615384613,0.14647435897435895,2015-08-02,2017-04-20,3,3,
BF-10975,Barbara Fisher,Corporate,South,7,599.798,227.4384,0.14615384615384613,0.24826923076923074,2014-07-14,2017-09-30,2,3,0.0016668093
BF-11005,Barry Franz,Home Office,West,4,1333.88,-291.38109999999995,0.18,0.002499999999999991,2014-09-25,2017-11-21,3,3,0.0064310725
BF-11020,Barry Französisch,Corporate,Central,8,2888.506,302.02,0.2571428571428572,0.02998299319727889,2014-02-15,2017-10-17,3,3,
BF-11080,Bart Folk,Consumer,East,3,272.95,110.9272,0.0,0.4116666666666666,2014-11-28,2017-12-05,1,3,0.005707144
BF-11170,Ben Ferrer,Home Office,West,11,5907.972,1538.2127,0.12222222222222222,0.2248148148148148,2014-04-13,2017-12-14,3,3,
BF-11215,Benjamin Farhat,Home Office,West,4,1585.162,523.2133,0.05,0.34125,2014-11-09,2017-10-26,3,2,
BF-11275,Beth Fritzler,Corporate,West,3,791.9899999999999,25.870199999999997,0.15000000000000002,0.13375,2014-03-22,2017-11-03,3,2,
BG-11035,Barry Gonzalez,Consumer,South,8,2798.948,-711.4274,0.19166666666666665,0.051527777777777756,2014-11-05,2017-12-02,3,3,
BG-11695,Brooke Gillingham,Corporate,East,6,1874.172,107.5715,0.1375,0.2230059523809524,2014-05-11,2017-11-24,3,3,
BG-11740,Bruce Geld,Consumer,East,6,1006.356,119.34790000000001,0.14285714285714285,0.1882142857142857,2014-03-23,2017-11-03,3,3,
BH-11710,Brosina Hoffman,Consumer,West,8,6255.351,802.7898,0.18333333333333335,0.11754464285714285,2014-06-09,2017-12-07,3,3,0.0033629762
BK-11260,Berenike Kampe,Consumer,East,6,659.1379999999999,-63.764399999999995,0.20625000000000002,-0.12093750000000003,2014-08-03,2017-10-14,3,3,
BM-11140,Becky Martin,Consumer,Central,4,11789.63,-1659.9580999999998,0.16875,-0.007247023809523828,2014-09-08,2017-02-26,3,3,
BM-11575,Brendan Murry,Corporate,East,6,808.162,95.58160000000001,0.18,0.057999999999999975,2015-09-15,2017-09-21,3,3,
BM-11650,Brian Moss,Corporate,East,11,6749.805,2041.4079,0.08750000000000001,0.2559167833800186,2014-07-09,2017-11-27,3,3,
BM-11785,Bryan Mills,Consumer,East,10,1338.842,137.7439,0.25,-0.0242857142857143,2014-06-06,2017-05-26,3,3,
BN-11470,Brad Norvell,Corporate,South,4,265.296,36.6131,0.16666666666666666,0.21791666666666665,2014-09-12,2017-12-06,2,3,
BN-11515,Bradley Nguyen,Consumer,West,5,1459.344,340.7054,0.023529411764705882,0.3176470588235294,2014-03-17,2017-12-21,2,3,
BO-11350,Bill Overfelt,Corporate,West,5,2682.728,278.77700000000004,0.2333333333333333,0.05402777777777775,2016-01-03,2017-08-15,3,3,
BO-11425,Bobby Odegard,Consumer,South,2,130.83,59.4522,0.0,0.39999999999999997,2015-09-10,2017-10-16,1,2,
BP-11050,Barry Pond,Corporate,East,5,983.42,209.78300000000002,0.14285714285714285,0.0017857142857142735,2014-10-12,2017-10-08,2,3,
BP-11095,Bart Pistole,Corporate,Central,12,2442.044,433.9751,0.165,0.13966666666666663,2014-06-07,2017-12-13,3,3,0.0014868999
BP-11155,Becky Pak,Consumer,South,6,1697.8609999999999,647.3847000000001,0.0818181818181818,0.2633333333333333,2015-06-04,2017-10-02,3,3,
BP-11185,Ben Peterman,Corporate,West,9,3675.861,363.5991,0.19444444444444445,0.1183994708994709,2015-03-24,2017-12-29,3,3,
BP-11230,Benjamin Patterson,Consumer,West,5,1181.49,-197.2695,0.06666666666666667,0.2883333333333333,2014-04-20,2017-11-21,3,3,
BP-11290,Beth Paige,Consumer,Central,7,2475.157,-319.0637,0.3,-0.025818452380952386,2014-10-03,2017-12-18,2,3,
BS-11365,Bill Shonely,Corporate,East,5,10501.653,2616.0643999999998,0.011111111111111112,0.26999999999999996,2014-05-04,2016-06-20,3,3,
BS-11380,Bill Stewart,Corporate,Central,5,3887.834,-17.532200000000024,0.27692307692307694,-0.09948717948717947,2014-11-29,2017-12-02,3,3,
BS-11590,Brendan Sweed,Corporate,West,6,2454.928,381.7807,0.3,-0.15250000000000002,2014-01-14,2017-11-25,3,2,
BS-11665,Brian Stugart,Consumer,East,3,3288.1099999999997,238.73680000000002,0.18181818181818182,-0.004545454545454561,2014-06-23,2016-05-27,3,3,
BS-11755,Bruce Stewart,Consumer,West,7,2562.382,-113.29840000000003,0.13214285714285715,0.15259103641456578,2014-05-18,2017-12-29,3,3,0.0011473475
BS-11800,Bryan Spruell,Home Office,East,2,949.4300000000001,194.0516,0.0,0.37124999999999997,2015-09-26,2017-04-09,1,3,
BT-11305,Beth Thompson,Home Office,West,5,2567.656,417.5918,0.044444444444444446,0.2755555555555555,2014-04-25,2017-01-28,3,3,
BT-11395,Bill Tyler,Corporate,Central,6,2186.6130000000003,257.9163,0.15,0.1438333333333333,2014-10-28,2017-03-03,3,3,
BT-11440,Bobby Trafton,Consumer,West,4,603.876,-77.5256,0.15714285714285717,0.06119047619047617,2014-06-04,2016-06-18,2,2,
BT-11485,Brad Thomas,Home Office,East,2,415.19599999999997,126.8694,0.06666666666666667,0.3641666666666667,2015-12-27,2016-03-11,2,2,
BT-11530,Bradley Talbott,Home Office,West,5,2684.4919999999997,409.4983,0.1,0.24191666666666664,2014-05-21,2017-09-30,3,3,
BT-11680,Brian Thompson,Consumer,East,7,3196.752,447.74839999999995,0.07,0.305875,2014-11-28,2017-12-10,3,3,
BV-11245,Benjamin Venier,Corporate,Central,5,1523.2730000000001,315.2214,0.09285714285714285,0.259047619047619,2015-03-26,2017-01-30,3,3,0.99642783
BW-11065,Barry Weirich,Consumer,South,3,385.516,-58.28659999999999,0.13333333333333333,0.16166666666666668,2014-05-25,2017-06-01,2,2,
BW-11110,Bart Watters,Corporate,Central,8,4750.358,921.2574,0.1411764705882353,0.16552287581699343,2015-03-20,2017-08-31,3,3,
BW-11200,Ben Wallace,Consumer,South,6,1738.406,246.9973,0.15,0.06588888888888886,2014-08-12,2017-06-10,3,3,0.9970311
CA-11965,Carol Adams,Corporate,South,6,3789.7228,1143.3817,0.11200000000000002,0.2816176470588235,2014-01-26,2017-09-25,3,3,0.002324581
CA-12055,Cathy Armstrong,Home Office,Central,5,1679.7240000000002,211.2559,0.3,-0.2045,2015-09-05,2016-11-24,3,3,
CA-12265,Christina Anderson,Consumer,Central,9,2648.2872,279.6183,0.18941176470588236,-0.06913206459054211,2014-03-25,2017-11-04,3,3,
CA-12310,Christine Abelman,Corporate,East,4,1421.954,246.02179999999998,0.11818181818181818,0.15457792207792206,2014-07-19,2017-12-17,3,3,
CA-12775,Cynthia Arntzen,Consumer,South,7,3041.566,204.48950000000002,0.18823529411764706,0.12573529411764706,2014-06-28,2017-09-01,3,3,
CB-12025,Cassandra Brandow,Consumer,East,10,6076.139,150.2089,0.16346153846153846,0.10463639301874593,2014-03-21,2017-11-13,3,3,
CB-12415,Christy Brittain,Consumer,East,8,1949.2,272.3883,0.3333333333333333,-0.32,2015-11-05,2017-12-04,3,3,
CB-12535,Claudia Bergmann,Corporate,South,8,4246.4555,1049.5601,0.05,0.3136764705882353,2015-01-02,2017-06-16,3,3,
CC-12100,Chad Cunningham,Home Office,Central,6,1770.945,208.5912,0.21538461538461537,0.02705128205128204,2014-12-16,2016-09-29,3,3,
CC-12145,Charles Crestani,Consumer,West,7,2471.65,392.2825,0.08181818181818182,0.30405844155844153,2014-07-20,2017-09-15,3,3,
CC-12220,Chris Cortes,Consumer,Central,12,3913.418,393.9618,0.11818181818181818,0.23650252525252524,2014-09-09,2017-12-10,3,3,0.0011842303
CC-12370,Christopher Conant,Consumer,South,5,12129.072000000002,2177.0493,0.2818181818181818,-0.010757575757575744,2016-05-23,2017-11-17,3,3,0.0045723924
CC-12430,Chuck Clark,Home Office,Central,10,2870.05,424.6583,0.05789473684210527,0.2977485380116959,2015-09-06,2017-12-30,3,3,0.0018030267
CC-12475,Cindy Chapman,Consumer,East,9,1659.438,154.851,0.16153846153846155,-8.241758241757594e-05,2014-05-16,2017-11-21,3,2,
CC-12550,Clay Cheatham,Consumer,West,3,113.832,33.870599999999996,0.15000000000000002,0.323125,2017-06-15,2017-12-03,2,2,0.004745254
CC-12610,Corey Catlett,Corporate,East,7,2540.631,331.434,0.27499999999999997,-0.17090277777777782,2014-08-27,2017-11-26,3,3,
CC-12670,Craig Carreira,Consumer,East,7,2269.7015,187.8399,0.16785714285714287,0.08481092436974788,2014-12-23,2017-12-01,3,3,
CC-12685,Craig Carroll,Consumer,South,4,2854.1150000000002,850.1591,0.25,-0.00777777777777781,2014-03-22,2015-10-23,2,3,
CD-11920,Carlos Daly,Consumer,West,5,2033.968,426.661,0.044444444444444446,0.2794444444444444,2014-03-24,2017-11-20,3,3,0.004802906
CD-11980,Carol Darley,Consumer,Central,3,639.766,-206.7172,0.43333333333333335,-0.6758333333333334,2016-11-24,2017-11-06,3,3,0.0059821755
CD-12280,Christina DeMoss,Consumer,West,2,1205.584,233.0274,0.08461538461538462,0.2647222222222222,2017-11-05,2017-11-18,3,3,
CD-12790,Cynthia Delaney,Home Office,West,5,1860.732,403.8422,0.02666666666666667,0.357,2014-02-02,2016-11-26,3,3,
CG-12040,Catherine Glotzbach,Home Office,East,6,904.4680000000001,86.5106,0.18888888888888888,0.18324074074074076,2015-06-01,2017-11-11,2,3,
CG-12520,Claire Gute,Consumer,South,3,1148.7800000000002,169.93439999999998,0.2,0.03700000000000001,2015-10-15,2017-01-26,2,3,
CH-12070,Cathy Hwang,Home Office,South,3,1537.236,195.15109999999999,0.15000000000000002,0.12187499999999998,2015-06-25,2016-02-08,2,2,
CJ-11875,Carl Jackson,Corporate,East,1,16.52,1.652,0.2,0.0999999999999999,2016-12-30,2016-12-30,1,1,
CJ-12010,Caroline Jumper,Consumer,West,8,11164.974,858.7414,0.1885,0.08622205245734657,2016-03-10,2017-06-24,3,3,
CK-12205,Chloris Kastensmidt,Consumer,East,13,3154.855,141.2831,0.234375,0.06443452380952377,2014-03-11,2017-11-21,3,3,
CK-12325,Christine Kargatis,Home Office,West,5,2945.321,261.22090000000003,0.18333333333333335,0.11908730158730158,2014-03-14,2017-09-01,3,3,
CK-12595,Clytie Kelty,Consumer,East,11,2372.75,497.70980000000003,0.184,0.08666190476190475,2014-12-26,2017-11-17,3,3,
CK-12760,Cyma Kinney,Corporate,East,9,1582.109,-338.4311,0.15,0.08660714285714284,2014-02-07,2017-10-09,3,3,
CL-11890,Carl Ludwig,Consumer,East,4,1262.0140000000001,328.0847,0.05714285714285715,0.26107142857142857,2014-07-26,2017-09-15,3,3,
CL-12565,Clay Ludtke,Consumer,Central,12,10880.546,1933.7830999999999,0.1142857142857143,0.24482142857142855,2014-03-04,2017-03-21,3,3,0.9945568
CL-12700,Craig Leslie,Home Office,Central,5,2353.586,229.00990000000002,0.1875,0.11687499999999998,2016-04-24,2017-09-16,3,3,
CM-11815,Candace McMahon,Corporate,Central,6,1673.888,214.463,0.12000000000000002,0.23324999999999996,2014-11-14,2017-08-21,3,3,
CM-11935,Carlos Meador,Consumer,South,2,565.392,-43.732400000000005,0.2,0.15624999999999997,2015-09-24,2016-01-22,3,3,
CM-12115,Chad McGuire,Consumer,East,4,1661.6100000000001,409.0679,0.028571428571428574,0.3139285714285714,2015-03-29,2017-12-22,3,3,
CM-12160,Charles McCrossin,Consumer,Central,6,2533.314,-394.3686,0.24285714285714285,-0.15166666666666664,2016-10-21,2017-12-04,3,2,
CM-12190,Charlotte Melton,Consumer,East,6,1475.144,91.2033,0.07142857142857142,0.09892857142857144,2015-09-18,2017-12-22,3,3,
CM-12235,Chris McAfee,Consumer,Central,5,2305.712,365.0387,0.07500000000000001,0.3390625,2016-05-01,2016-12-10,3,3,
CM-12385,Christopher Martinez,Consumer,South,4,8954.019999999999,3899.8903999999998,0.12,0.179,2015-03-16,2017-11-23,3,3,
CM-12445,Chuck Magee,Consumer,West,3,287.99,64.4296,0.07777777777777778,0.2675396825396825,2014-06-09,2016-10-20,2,3,0.9975037
CM-12655,Corinna Mitchell,Home Office,West,6,6339.5576,1572.4585,0.072,0.2433529411764706,2015-03-19,2017-12-03,3,3,
CM-12715,Craig Molinari,Corporate,Central,4,3984.4524,176.3108,0.30923076923076925,-0.22489064856711913,2014-03-07,2015-03-01,3,3,
CP-12085,Cathy Prescott,Corporate,East,8,5402.254,427.0258,0.14285714285714285,0.1444642857142857,2014-12-04,2017-10-09,3,3,0.0014310204
CP-12340,Christine Phan,Corporate,East,8,5888.275,-1850.3029000000001,0.21333333333333335,0.013055555555555537,2014-03-17,2017-07-23,3,3,
CR-12580,Clay Rozendal,Home Office,Central,4,2148.852,74.40129999999999,0.13333333333333333,0.20458333333333334,2016-04-18,2017-11-03,3,3,
CR-12625,Corey Roper,Home Office,East,3,475.9,144.7594,0.0,0.3725,2014-06-01,2016-09-16,2,3,
CR-12730,Craig Reiter,Consumer,East,4,1600.55,306.9176,0.26666666666666666,0.040119047619047624,2014-08-20,2017-10-13,2,3,
CR-12820,Cyra Reiten,Home Office,East,3,1397.8724,83.27029999999999,0.13142857142857142,0.13018907563025214,2015-01-24,2017-10-06,3,3,
CS-11845,Cari Sayre,Corporate,West,5,1278.954,185.3776,0.275,-0.15593750000000003,2014-12-14,2017-09-30,3,3,
CS-11860,Cari Schnelling,Consumer,South,6,537.632,105.8275,0.2285714285714286,0.032142857142857154,2014-05-02,2017-07-21,2,2,
CS-11950,Carlos Soltero,Consumer,Central,11,3036.547,-126.4223,0.2636363636363636,-0.10496212121212123,2014-06-08,2017-12-05,3,3,0.001009802
CS-12130,Chad Sievert,Consumer,West,4,884.64,143.8339,0.1142857142857143,0.23785714285714282,2014-08-05,2016-08-28,3,3,0.99665266
CS-12175,Charles Sheldon,Corporate,South,5,844.4580000000001,113.1405,0.1625,0.12270833333333332,2014-08-12,2017-05-12,2,3,
CS-12250,Chris Selesnick,Corporate,South,12,2754.216,738.3626,0.05714285714285715,0.3483928571428571,2014-01-13,2017-12-04,3,3,
CS-12355,Christine Sundaresam,Consumer,South,11,3202.1620000000003,831.9432,0.08181818181818182,0.2919318181818182,2014-08-15,2017-12-24,3,3,0.0015207777
CS-12400,Christopher Schild,Home Office,Central,9,3651.8585000000003,-342.80330000000004,0.21428571428571427,0.008593073593073606,2014-09-26,2017-12-28,3,3,
CS-12460,Chuck Sachs,Consumer,South,2,550.644,156.2593,0.06666666666666667,0.32499999999999996,2017-07-03,2017-12-03,3,3,
CS-12490,Cindy Schnelling,Corporate,Central,4,1077.2285,-302.8761,0.25,0.027457912457912455,2015-01-12,2016-11-01,3,3,
CS-12505,Cindy Stewart,Consumer,South,6,5690.054999999999,-6626.389499999999,0.19999999999999998,0.03324074074074071,2014-03-26,2017-11-02,2,3,
CT-11995,Carol Triggs,Consumer,Central,8,3241.898,161.22629999999995,0.16111111111111112,0.027870370370370337,2014-05-07,2017-09-25,3,3,0.001172927
CV-12295,Christina VanderZanden,Consumer,West,5,2830.6279999999997,493.0861,0.07692307692307693,0.2969230769230769,2014-03-28,2017-04-20,3,3,
CV-12805,Cynthia Voltz,Corporate,East,9,2370.3136,98.99749999999999,0.2431578947368421,-0.09974028207774341,2016-05-09,2017-12-25,3,3,
CW-11905,Carl Weiss,Home Office,Central,6,1136.592,370.8298,0.09090909090909091,0.2945454545454545,2014-06-09,2017-12-08,2,3,
CY-12745,Craig Yedwab,Corporate,West,8,2900.026,60.64670000000001,0.2,0.09909090909090908,2014-12-12,2017-10-31,3,3,
Co-12640,Corey-Lock,Consumer,East,5,1300.076,205.62820000000002,0.175,0.14656249999999996,2014-06-20,2016-06-29,3,2,
DA-13450,Dianna Arnett,Home Office,Central,4,156.76,56.7904,0.125,0.29874999999999996,2014-04-25,2017-01-12,3,3,
DB-12910,Daniel Byrd,Home Office,South,8,2171.599,431.3748,0.15416666666666667,0.16958741830065358,2014-10-24,2017-12-09,3,3,0.0013709853
DB-12970,Darren Budd,Corporate,West,5,2839.2272,213.00289999999998,0.16571428571428573,0.13340802987861808,2014-11-12,2017-05-03,3,3,
DB-13060,Dave Brooks,Consumer,West,7,4531.646,473.0272,0.1846153846153846,0.02942307692307692,2014-03-01,2017-12-14,3,3,
DB-13120,David Bremer,Corporate,West,7,2973.094,-1421.7692,0.14285714285714285,0.1526785714285714,2015-05-01,2017-11-12,3,3,
DB-13210,Dean Braden,Consumer,Central,10,2332.577,169.9679,0.18571428571428572,0.05530045351473924,2015-03-22,2017-12-21,3,3,
